TITULO_ORIGINAL,TIPO_OBRA,PAIS_OBRA,PUBLICO_TOTAL,PAIS_OBRA,Contagem,TIPO_OBRA,Publico_Total,TITULO_ORIGINAL,PUBLICO_TOTAL,PUBLICO_NIVEL,TITULO_ORIGINAL,RENDA_TOTAL,TITULO_ORIGINAL,DATA_LANCAMENTO_OBRA,MES_LANCAMENTO,RAZAO_SOCIAL_DISTRIBUIDORA,NOME_DISTRIBUIDORA
,,,,,,,,WE NEED TO TALK ABOUT KEVIN,45647,Alto,WE NEED TO TALK ABOUT KEVIN,,WE NEED TO TALK ABOUT KEVIN,2012-01-27,1,SM DISTRIBUIDORA DE FILMES LTDA,SM
,,,,,,,,A MÚSICA SEGUNDO TOM JOBIM,74901,Alto,A MÚSICA SEGUNDO TOM JOBIM,,A MÚSICA SEGUNDO TOM JOBIM,2012-01-20,1,COLUMBIA TRISTAR FILMES DO BRASIL LTDA,COLUMBIA
,,,,,,,,L'APOLLONIDE - SOUVENIRS DE LA MAISON CLOSE,33332,Alto,L'APOLLONIDE - SOUVENIRS DE LA MAISON CLOSE,,L'APOLLONIDE - SOUVENIRS DE LA MAISON CLOSE,2012-01-20,1,M.F.P. PETRINI,M.F.P.
,,,,,,,,LA SOURCE DES FEMMES,25877,Alto,LA SOURCE DES FEMMES,,LA SOURCE DES FEMMES,2012-01-20,1,SM DISTRIBUIDORA DE FILMES LTDA,SM
,,,,,,,,"NADER AND SIMIN, A SEPARATION",173011,Alto,"NADER AND SIMIN, A SEPARATION",,"NADER AND SIMIN, A SEPARATION",2012-01-20,1,TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA,TAG
,,,,,,,,THE ADVENTURES OF TINTIN,1547241,Alto,THE ADVENTURES OF TINTIN,,THE ADVENTURES OF TINTIN,2012-01-20,1,COLUMBIA TRISTAR FILMES DO BRASIL LTDA,COLUMBIA
,,,,,,,,ATTACK THE BLOCK,162,Baixo,ATTACK THE BLOCK,,ATTACK THE BLOCK,2012-01-13,1,COLUMBIA TRISTAR FILMES DO BRASIL LTDA,COLUMBIA
,,,,,,,,SHERLOCK HOLMES: A GAME OF SHADOWS,2456934,Alto,SHERLOCK HOLMES: A GAME OF SHADOWS,,SHERLOCK HOLMES: A GAME OF SHADOWS,2012-01-13,1,WARNER BROS. (SOUTH) INC.,WARNER
,,,,,,,,TAKE SHELTER,437,Baixo,TAKE SHELTER,,TAKE SHELTER,2012-01-13,1,COLUMBIA TRISTAR FILMES DO BRASIL LTDA,COLUMBIA
,,,,,,,,THE DARKEST HOUR,230676,Alto,THE DARKEST HOUR,,THE DARKEST HOUR,2012-01-13,1,FOX FILM DO BRASIL LTDA,FOX
,,,,,,,,THE SALESMAN,4739,Alto,THE SALESMAN,,THE SALESMAN,2012-01-13,1,FREDERICO DA CRUZ MACHADO - ME,FREDERICO
,,,,,,,,TINKER TAILOR SOLDIER SPY,139510,Alto,TINKER TAILOR SOLDIER SPY,,TINKER TAILOR SOLDIER SPY,2012-01-13,1,PLAYARTE PICTURES ENTRETENIMENTOS LTDA.,PLAYARTE
,,,,,,,,TOMBOY,29370,Alto,TOMBOY,,TOMBOY,2012-01-13,1,PROVIDENCE DISTRIBUIDORA DE FILMES LTDA - EPP,PROVIDENCE
,,,,,,,,WAR HORSE,276970,Alto,WAR HORSE,,WAR HORSE,2012-01-13,1,THE WALT DISNEY COMPANY (BRASIL) LTDA.,THE
,,,,,,,,ALVIN AND THE CHIPMUNKS: CHIPWRECKED,5189001,Alto,ALVIN AND THE CHIPMUNKS: CHIPWRECKED,,ALVIN AND THE CHIPMUNKS: CHIPWRECKED,2012-01-06,1,FOX FILM DO BRASIL LTDA,FOX
,,,,,,,,IMMORTALS,2239913,Alto,IMMORTALS,,IMMORTALS,2011-12-30,12,WMIX DISTRIBUIDORA LTDA.,WMIX
,,,,,,,,BEASTLY,117684,Alto,BEASTLY,,BEASTLY,2011-12-23,12,WMIX DISTRIBUIDORA LTDA.,WMIX
,,,,,,,,FAIS-MOI PLAISIR,16780,Alto,FAIS-MOI PLAISIR,,FAIS-MOI PLAISIR,2011-12-23,12,ESTAÇÃO ARTE E EVENTOS LTDA,ESTAÇÃO
,,,,,,,,LES ÉMOTIFS ANONYMES,56418,Alto,LES ÉMOTIFS ANONYMES,,LES ÉMOTIFS ANONYMES,2011-12-23,12,TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA,TAG
,,,,,,,,THE IDES OF MARCH,195089,Alto,THE IDES OF MARCH,,THE IDES OF MARCH,2011-12-23,12,ANTONIO FERNANDES FILMES LTDA,ANTONIO
,,,,,,,,WE BOUGHT A ZOO,577643,Alto,WE BOUGHT A ZOO,,WE BOUGHT A ZOO,2011-12-23,12,FOX FILM DO BRASIL LTDA,FOX
,,,,,,,,MISSION IMPOSSIBLE: GHOST PROTOCOL,2530077,Alto,MISSION IMPOSSIBLE: GHOST PROTOCOL,,MISSION IMPOSSIBLE: GHOST PROTOCOL,2011-12-21,12,PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA,PARAMOUNT
,,,,,,,,AFRICA UNITED,1463,Alto,AFRICA UNITED,,AFRICA UNITED,2011-12-16,12,PLAYARTE PICTURES ENTRETENIMENTOS LTDA.,PLAYARTE
,,,,,,,,E AÍ HENDRIX?,141,Baixo,E AÍ HENDRIX?,,E AÍ HENDRIX?,2011-12-16,12,CINEMATOGRÁFICA POLIFILMES LTDA-ME,CINEMATOGRÁFICA
,,,,,,,,EMBARGO,344,Baixo,EMBARGO,,EMBARGO,2011-12-16,12,RAIZ DISTRIBUIDORA AUDIOVISUAL LTDA.,RAIZ
,,,,,,,,GOODBYE FIRST LOVE,13233,Alto,GOODBYE FIRST LOVE,,GOODBYE FIRST LOVE,2011-12-16,12,TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA,TAG
,,,,,,,,MACHINE GUN PREACHER,10310,Alto,MACHINE GUN PREACHER,,MACHINE GUN PREACHER,2011-12-16,12,WMIX DISTRIBUIDORA LTDA.,WMIX
,,,,,,,,TOWER HEIST,476633,Alto,TOWER HEIST,,TOWER HEIST,2011-12-16,12,PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA,PARAMOUNT
,,,,,,,,AS CANÇÕES,22437,Alto,AS CANÇÕES,,AS CANÇÕES,2011-12-09,12,SPECTATEUR-COMÉRCIO E GERENCIAMENTO LTDA (BAIXADA),SPECTATEUR-COMÉRCIO
,,,,,,,,FORCES SPECIALES,15106,Alto,FORCES SPECIALES,,FORCES SPECIALES,2011-12-09,12,PLAYARTE PICTURES ENTRETENIMENTOS LTDA.,PLAYARTE
,,,,,,,,HAPPY FEW,4001,Alto,HAPPY FEW,,HAPPY FEW,2011-12-09,12,TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA,TAG
,,,,,,,,MAO'S LAST DANCER,63135,Alto,MAO'S LAST DANCER,,MAO'S LAST DANCER,2011-12-09,12,ANTONIO FERNANDES FILMES LTDA,ANTONIO
,,,,,,,,MARGIN CALL,25531,Alto,MARGIN CALL,,MARGIN CALL,2011-12-09,12,SM DISTRIBUIDORA DE FILMES LTDA,SM
,,,,,,,,NEW YEAR´S EVE,411602,Alto,NEW YEAR´S EVE,,NEW YEAR´S EVE,2011-12-09,12,WARNER BROS. (SOUTH) INC.,WARNER
,,,,,,,,PUSS IN BOOTS,4492365,Alto,PUSS IN BOOTS,,PUSS IN BOOTS,2011-12-09,12,PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA,PARAMOUNT
,,,,,,,,SEQUESTRO,648,Alto,SEQUESTRO,,SEQUESTRO,2011-12-09,12,FREESPIRIT DISTRIBUIDORA DE FILMES LTDA.,FREESPIRIT
,,,,,,,,ARTHUR CHRISTMAS,489913,Alto,ARTHUR CHRISTMAS,,ARTHUR CHRISTMAS,2011-12-02,12,COLUMBIA TRISTAR FILMES DO BRASIL LTDA,COLUMBIA
,,,,,,,,KILLER ELITE,367714,Alto,KILLER ELITE,,KILLER ELITE,2011-12-02,12,WMIX DISTRIBUIDORA LTDA.,WMIX
,,,,,,,,LE NOM DES GENS,138,Baixo,LE NOM DES GENS,,LE NOM DES GENS,2011-12-02,12,MARES FILMES EIRELI,MARES
,,,,,,,,LE NOM DES GENS,28582,Alto,LE NOM DES GENS,,LE NOM DES GENS,2011-12-02,12,"UNIFILMES DISTRIBUIDORA, IMPORTADORA E EXPORTADORA DE FILMES LTDA",UNIFILMES
,,,,,,,,MASCHI CONTRO FEMMINE,5029,Alto,MASCHI CONTRO FEMMINE,,MASCHI CONTRO FEMMINE,2011-12-02,12,SM DISTRIBUIDORA DE FILMES LTDA,SM
,,,,,,,,ONE DAY,138026,Alto,ONE DAY,,ONE DAY,2011-12-02,12,PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA,PARAMOUNT
,,,,,,,,QUEBRADEIRAS,38,Baixo,QUEBRADEIRAS,,QUEBRADEIRAS,2011-12-02,12,RAIZ DISTRIBUIDORA AUDIOVISUAL LTDA.,RAIZ
,,,,,,,,THE MUPPETS,493313,Alto,THE MUPPETS,,THE MUPPETS,2011-12-02,12,THE WALT DISNEY COMPANY (BRASIL) LTDA.,THE
,,,,,,,,THIS IS NOT A FILM,1300,Alto,THIS IS NOT A FILM,,THIS IS NOT A FILM,2011-12-02,12,TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA,TAG
,,,,,,,,DES HOMMES ET DES DIEUX,63960,Alto,DES HOMMES ET DES DIEUX,,DES HOMMES ET DES DIEUX,2011-12-01,12,TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA,TAG
,,,,,,,,DOMINGOS,763,Alto,DOMINGOS,,DOMINGOS,2011-11-25,11,DE FELIPPES FILMES E PRODUÇÕES LTDA,DE
,,,,,,,,HAPPY FEET TWO,746398,Alto,HAPPY FEET TWO,,HAPPY FEET TWO,2011-11-25,11,WARNER BROS. (SOUTH) INC.,WARNER
,,,,,,,,I DON'T KNOW HOW SHE DOES IT,179872,Alto,I DON'T KNOW HOW SHE DOES IT,,I DON'T KNOW HOW SHE DOES IT,2011-11-25,11,WMIX DISTRIBUIDORA LTDA.,WMIX
,,,,,,,,LEITE E FERRO,364,Baixo,LEITE E FERRO,,LEITE E FERRO,2011-11-25,11,CINEMATOGRÁFICA POLIFILMES LTDA-ME,CINEMATOGRÁFICA
,,,,,,,,PROVA DE ARTISTA,1388,Alto,PROVA DE ARTISTA,,PROVA DE ARTISTA,2011-11-25,11,FORMOSA PRODUÇÃO E DISTRIBUIÇÃO DE FILMES LTDA,FORMOSA
,,,,,,,,RESTLESS,33610,Alto,RESTLESS,,RESTLESS,2011-11-25,11,COLUMBIA TRISTAR FILMES DO BRASIL LTDA,COLUMBIA
,,,,,,,,THHREE,21042,Alto,THHREE,,THHREE,2011-11-25,11,FREDERICO DA CRUZ MACHADO - ME,FREDERICO
,,,,,,,,UNTITLED LUCAS MOORE PROJECT AKA FLYPAPER,71546,Alto,UNTITLED LUCAS MOORE PROJECT AKA FLYPAPER,,UNTITLED LUCAS MOORE PROJECT AKA FLYPAPER,2011-11-25,11,ANTONIO FERNANDES FILMES LTDA,ANTONIO
,,,,,,,,EU EU EU JOSÉ LEWGOY,236,Baixo,EU EU EU JOSÉ LEWGOY,,EU EU EU JOSÉ LEWGOY,2011-11-18,11,CINEMATOGRÁFICA POLIFILMES LTDA-ME,CINEMATOGRÁFICA
,,,,,,,,LE GAMIN AU VÉLO,106330,Alto,LE GAMIN AU VÉLO,,LE GAMIN AU VÉLO,2011-11-18,11,TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA,TAG
,,,,,,,,PASSIONE,1418,Alto,PASSIONE,,PASSIONE,2011-11-18,11,SM DISTRIBUIDORA DE FILMES LTDA,SM
,,,,,,,,SARAH'S KEY,39492,Alto,SARAH'S KEY,,SARAH'S KEY,2011-11-18,11,WMIX DISTRIBUIDORA LTDA.,WMIX
,,,,,,,,THE TWILIGHT SAGA: BREAKING DAWN PART 1,7183559,Alto,THE TWILIGHT SAGA: BREAKING DAWN PART 1,,THE TWILIGHT SAGA: BREAKING DAWN PART 1,2011-11-18,11,SM DISTRIBUIDORA DE FILMES LTDA,SM
,,,,,,,,WALACHAI,1262,Alto,WALACHAI,,WALACHAI,2011-11-18,11,CICLORAMA FILMES LTDA.,CICLORAMA
,,,,,,,,LES AMOURS IMAGINAIRES,7538,Alto,LES AMOURS IMAGINAIRES,,LES AMOURS IMAGINAIRES,2011-11-12,11,ALBERTO BITELLI INTERNATIONAL FILMS LTDA,ALBERTO
,,,,,,,,11-11-11,622532,Alto,11-11-11,,11-11-11,2011-11-11,11,"UNIFILMES DISTRIBUIDORA, IMPORTADORA E EXPORTADORA DE FILMES LTDA",UNIFILMES
,,,,,,,,EVERYTHING MUST GO,14514,Alto,EVERYTHING MUST GO,,EVERYTHING MUST GO,2011-11-11,11,PLAYARTE PICTURES ENTRETENIMENTOS LTDA.,PLAYARTE
,,,,,,,,"IF NOT US, WHO?",6152,Alto,"IF NOT US, WHO?",,"IF NOT US, WHO?",2011-11-11,11,TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA,TAG
,,,,,,,,LATE BLOOMERS,45969,Alto,LATE BLOOMERS,,LATE BLOOMERS,2011-11-11,11,SERENDIP FILMES LTDA,SERENDIP
,,,,,,,,"REIDY, A CONSTRUÇÃO DA UTOPIA",4329,Alto,"REIDY, A CONSTRUÇÃO DA UTOPIA",,"REIDY, A CONSTRUÇÃO DA UTOPIA",2011-11-11,11,SPECTATEUR-COMÉRCIO E GERENCIAMENTO LTDA (BAIXADA),SPECTATEUR-COMÉRCIO
,,,,,,,,ROAD TO NOWHERE,2853,Alto,ROAD TO NOWHERE,,ROAD TO NOWHERE,2011-11-11,11,FREDERICO DA CRUZ MACHADO - ME,FREDERICO
,,,,,,,,THE GUARD,5573,Alto,THE GUARD,,THE GUARD,2011-11-11,11,COLUMBIA TRISTAR FILMES DO BRASIL LTDA,COLUMBIA
,,,,,,,,TRESPASS,350242,Alto,TRESPASS,,TRESPASS,2011-11-11,11,WMIX DISTRIBUIDORA LTDA.,WMIX
,,,,,,,,BEAUTIFUL BOY,2070,Alto,BEAUTIFUL BOY,,BEAUTIFUL BOY,2011-11-04,11,ACTIVITY FILMES DO BRASIL LTDA.,ACTIVITY
,,,,,,,,DREAM HOUSE,275780,Alto,DREAM HOUSE,,DREAM HOUSE,2011-11-04,11,WARNER BROS. (SOUTH) INC.,WARNER
,,,,,,,,HJEM TIL JUL,1617,Alto,HJEM TIL JUL,,HJEM TIL JUL,2011-11-04,11,TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA,TAG
,,,,,,,,IN TIME,424978,Alto,IN TIME,,IN TIME,2011-11-04,11,FOX FILM DO BRASIL LTDA,FOX
,,,,,,,,LA PIEL QUE HABITO,460801,Alto,LA PIEL QUE HABITO,,LA PIEL QUE HABITO,2011-11-04,11,SM DISTRIBUIDORA DE FILMES LTDA,SM
,,,,,,,,SHARK NIGHT,180341,Alto,SHARK NIGHT,,SHARK NIGHT,2011-11-04,11,THE WALT DISNEY COMPANY (BRASIL) LTDA.,THE
,,,,,,,,À MARGEM DO LIXO,233,Baixo,À MARGEM DO LIXO,,À MARGEM DO LIXO,2011-11-01,11,RAIZ DISTRIBUIDORA AUDIOVISUAL LTDA.,RAIZ
,,,,,,,,CONTAGION,475820,Alto,CONTAGION,,CONTAGION,2011-10-28,10,WARNER BROS. (SOUTH) INC.,WARNER
,,,,,,,,CONVICTION (AKA BETTY ANNE WATERS),38616,Alto,CONVICTION (AKA BETTY ANNE WATERS),,CONVICTION (AKA BETTY ANNE WATERS),2011-10-28,10,"UNIFILMES DISTRIBUIDORA, IMPORTADORA E EXPORTADORA DE FILMES LTDA",UNIFILMES
,,,,,,,,JOHNNY ENGLISH RETURNS,439228,Alto,JOHNNY ENGLISH RETURNS,,JOHNNY ENGLISH RETURNS,2011-10-28,10,PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA,PARAMOUNT
,,,,,,,,TANCREDO NEVES - A TRAVESSIA,2412,Alto,TANCREDO NEVES - A TRAVESSIA,,TANCREDO NEVES - A TRAVESSIA,2011-10-28,10,FREESPIRIT DISTRIBUIDORA DE FILMES LTDA.,FREESPIRIT
,,,,,,,,ALL GOOD THINGS,30948,Alto,ALL GOOD THINGS,,ALL GOOD THINGS,2011-10-21,10,WMIX DISTRIBUIDORA LTDA.,WMIX
,,,,,,,,PARANORMAL ACTIVITY 3,1102366,Alto,PARANORMAL ACTIVITY 3,,PARANORMAL ACTIVITY 3,2011-10-21,10,PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA,PARAMOUNT
,,,,,,,,PONTO FINAL,193,Baixo,PONTO FINAL,,PONTO FINAL,2011-10-21,10,PIPA NATIVA PRODUÇÃO CULTURAL LTDA,PIPA
,,,,,,,,REAL STEEL,1744655,Alto,REAL STEEL,,REAL STEEL,2011-10-21,10,THE WALT DISNEY COMPANY (BRASIL) LTDA.,THE
,,,,,,,,ROCK BRASÍLIA - ERA DE OURO,36109,Alto,ROCK BRASÍLIA - ERA DE OURO,,ROCK BRASÍLIA - ERA DE OURO,2011-10-21,10,FREESPIRIT DISTRIBUIDORA DE FILMES LTDA.,FREESPIRIT
,,,,,,,,UNDER THE HAWTHORN TREE,33057,Alto,UNDER THE HAWTHORN TREE,,UNDER THE HAWTHORN TREE,2011-10-21,10,SERENDIP FILMES LTDA,SERENDIP
,,,,,,,,DOLPHIN TALE,275104,Alto,DOLPHIN TALE,,DOLPHIN TALE,2011-10-14,10,WARNER BROS. (SOUTH) INC.,WARNER
,,,,,,,,DON´T BE AFRAID OF THE DARK,109147,Alto,DON´T BE AFRAID OF THE DARK,,DON´T BE AFRAID OF THE DARK,2011-10-14,10,"UNIFILMES DISTRIBUIDORA, IMPORTADORA E EXPORTADORA DE FILMES LTDA",UNIFILMES
,,,,,,,,HIROSHIMA,534,Alto,HIROSHIMA,,HIROSHIMA,2011-10-14,10,FREDERICO DA CRUZ MACHADO - ME,FREDERICO
,,,,,,,,LA PERMISSION DE MINUIT,5022,Alto,LA PERMISSION DE MINUIT,,LA PERMISSION DE MINUIT,2011-10-14,10,TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA,TAG
,,,,,,,,WHAT´S YOUR NUMBER?,135348,Alto,WHAT´S YOUR NUMBER?,,WHAT´S YOUR NUMBER?,2011-10-14,10,FOX FILM DO BRASIL LTDA,FOX
,,,,,,,,THE THREE MUSKETEERS,1350364,Alto,THE THREE MUSKETEERS,,THE THREE MUSKETEERS,2011-10-12,10,PLAYARTE PICTURES ENTRETENIMENTOS LTDA.,PLAYARTE
,,,,,,,,COPACABANA,17415,Alto,COPACABANA,,COPACABANA,2011-10-07,10,PROVIDENCE DISTRIBUIDORA DE FILMES LTDA - EPP,PROVIDENCE
,,,,,,,,FRIGHT NIGHT,201902,Alto,FRIGHT NIGHT,,FRIGHT NIGHT,2011-10-07,10,THE WALT DISNEY COMPANY (BRASIL) LTDA.,THE
,,,,,,,,THE CHANGE-UP,298186,Alto,THE CHANGE-UP,,THE CHANGE-UP,2011-10-07,10,PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA,PARAMOUNT
,,,,,,,,THE ZOOKEEPER,1146710,Alto,THE ZOOKEEPER,,THE ZOOKEEPER,2011-10-07,10,COLUMBIA TRISTAR FILMES DO BRASIL LTDA,COLUMBIA
,,,,,,,,AVENIDA BRASÍLIA FORMOSA,955,Alto,AVENIDA BRASÍLIA FORMOSA,,AVENIDA BRASÍLIA FORMOSA,2011-09-30,9,VITRINE FILMES LTDA,VITRINE
,,,,,,,,BAHÊA MINHA VIDA - O FILME,74857,Alto,BAHÊA MINHA VIDA - O FILME,,BAHÊA MINHA VIDA - O FILME,2011-09-30,9,SM DISTRIBUIDORA DE FILMES LTDA,SM
,,,,,,,,FRIENDS WITH BENEFITS,1353920,Alto,FRIENDS WITH BENEFITS,,FRIENDS WITH BENEFITS,2011-09-30,9,COLUMBIA TRISTAR FILMES DO BRASIL LTDA,COLUMBIA
,,,,,,,,THE DAY I WAS NOT BORM,16511,Alto,THE DAY I WAS NOT BORM,,THE DAY I WAS NOT BORM,2011-09-30,9,SERENDIP FILMES LTDA,SERENDIP
,,,,,,,,A CASA DE SANDRO,56,Baixo,A CASA DE SANDRO,,A CASA DE SANDRO,2011-09-23,9,L L MECCHI PRODUCOES,L
,,,,,,,,ABDUCTION,1176016,Alto,ABDUCTION,,ABDUCTION,2011-09-23,9,SM DISTRIBUIDORA DE FILMES LTDA,SM
,,,,,,,,BLACK BUTTERFLIES,13228,Alto,BLACK BUTTERFLIES,,BLACK BUTTERFLIES,2011-09-23,9,TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA,TAG
,,,,,,,,BRIDESMAIDS,131571,Alto,BRIDESMAIDS,,BRIDESMAIDS,2011-09-23,9,PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA,PARAMOUNT
,,,,,,,,CRÍTICO,473,Baixo,CRÍTICO,,CRÍTICO,2011-09-23,9,VITRINE FILMES LTDA,VITRINE
,,,,,,,,FINAL DESTINATION 5,877736,Alto,FINAL DESTINATION 5,,FINAL DESTINATION 5,2011-09-23,9,WARNER BROS. (SOUTH) INC.,WARNER
,,,,,,,,O MINEIRO E O QUEIJO,5330,Alto,O MINEIRO E O QUEIJO,,O MINEIRO E O QUEIJO,2011-09-23,9,SPECTATEUR-COMÉRCIO E GERENCIAMENTO LTDA (BAIXADA),SPECTATEUR-COMÉRCIO
,,,,,,,,RÁDIO NACIONAL,798,Alto,RÁDIO NACIONAL,,RÁDIO NACIONAL,2011-09-23,9,VIABILIZA PRODUÇÃO AUDIOVISUAL LTDA.,VIABILIZA
,,,,,,,,TRUST,15175,Alto,TRUST,,TRUST,2011-09-23,9,WMIX DISTRIBUIDORA LTDA.,WMIX
,,,,,,,,A LITTLE BIT OF HEAVEN,78526,Alto,A LITTLE BIT OF HEAVEN,,A LITTLE BIT OF HEAVEN,2011-09-16,9,WMIX DISTRIBUIDORA LTDA.,WMIX
,,,,,,,,DIARY OF A WIMPY KID: RODRICK RULES,164827,Alto,DIARY OF A WIMPY KID: RODRICK RULES,,DIARY OF A WIMPY KID: RODRICK RULES,2011-09-16,9,FOX FILM DO BRASIL LTDA,FOX
,,,,,,,,DON GATO Y SU PANDILLA,220577,Alto,DON GATO Y SU PANDILLA,,DON GATO Y SU PANDILLA,2011-09-16,9,PLAYARTE PICTURES ENTRETENIMENTOS LTDA.,PLAYARTE
,,,,,,,,GLEE: THE 3D CONCERT MOVIE,35862,Alto,GLEE: THE 3D CONCERT MOVIE,,GLEE: THE 3D CONCERT MOVIE,2011-09-16,9,FOX FILM DO BRASIL LTDA,FOX
,,,,,,,,SRPSKI FILM,103,Baixo,SRPSKI FILM,,SRPSKI FILM,2011-09-16,9,M.F.P. PETRINI,M.F.P.
,,,,,,,,CONAN - THE BARBARIAN,723209,Alto,CONAN - THE BARBARIAN,,CONAN - THE BARBARIAN,2011-09-09,9,ANTONIO FERNANDES FILMES LTDA,ANTONIO
,,,,,,,,COWBOYS & ALIENS,508852,Alto,COWBOYS & ALIENS,,COWBOYS & ALIENS,2011-09-09,9,PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA,PARAMOUNT
,,,,,,,,FULL TREATMENT AKA VRAIS MENSONGES,43847,Alto,FULL TREATMENT AKA VRAIS MENSONGES,,FULL TREATMENT AKA VRAIS MENSONGES,2011-09-09,9,"UNIFILMES DISTRIBUIDORA, IMPORTADORA E EXPORTADORA DE FILMES LTDA",UNIFILMES
,,,,,,,,LARRY CROWNE,396906,Alto,LARRY CROWNE,,LARRY CROWNE,2011-09-09,9,SM DISTRIBUIDORA DE FILMES LTDA,SM
,,,,,,,,OS MONSTROS,428,Baixo,OS MONSTROS,,OS MONSTROS,2011-09-09,9,VITRINE FILMES LTDA,VITRINE
,,,,,,,,A FUGA DA MULHER GORILA,353,Baixo,A FUGA DA MULHER GORILA,,A FUGA DA MULHER GORILA,2011-09-02,9,VITRINE FILMES LTDA,VITRINE
,,,,,,,,APOLLO 18,256171,Alto,APOLLO 18,,APOLLO 18,2011-09-02,9,PLAYARTE PICTURES ENTRETENIMENTOS LTDA.,PLAYARTE
,,,,,,,,CORTINA DE FUMAÇA,251,Baixo,CORTINA DE FUMAÇA,,CORTINA DE FUMAÇA,2011-09-02,9,TVA2 PRODUÇÕES LTDA.,TVA2
,,,,,,,,HOODWINKED TOO! HOOD VS EVIL,471381,Alto,HOODWINKED TOO! HOOD VS EVIL,,HOODWINKED TOO! HOOD VS EVIL,2011-09-02,9,WMIX DISTRIBUIDORA LTDA.,WMIX
,,,,,,,,IL RICHIAMO,4284,Alto,IL RICHIAMO,,IL RICHIAMO,2011-09-02,9,ALBERTO BITELLI INTERNATIONAL FILMS LTDA,ALBERTO
,,,,,,,,MEDIANERAS,83798,Alto,MEDIANERAS,,MEDIANERAS,2011-09-02,9,TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA,TAG
,,,,,,,,SUBMARINO,4595,Alto,SUBMARINO,,SUBMARINO,2011-09-02,9,FREDERICO DA CRUZ MACHADO - ME,FREDERICO
,,,,,,,,UN CUENTO CHINO,264524,Alto,UN CUENTO CHINO,,UN CUENTO CHINO,2011-09-02,9,SM DISTRIBUIDORA DE FILMES LTDA,SM
,,,,,,,,AFRICAN CATS,11909,Alto,AFRICAN CATS,,AFRICAN CATS,2011-08-26,8,THE WALT DISNEY COMPANY (BRASIL) LTDA.,THE
,,,,,,,,CES AMOURS-LÀ,23801,Alto,CES AMOURS-LÀ,,CES AMOURS-LÀ,2011-08-26,8,TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA,TAG
,,,,,,,,CRAZY STUPID LOVE,294698,Alto,CRAZY STUPID LOVE,,CRAZY STUPID LOVE,2011-08-26,8,WARNER BROS. (SOUTH) INC.,WARNER
,,,,,,,,KYLIE APHRODITE: LES FOLIES TOUR 2011,3677,Alto,KYLIE APHRODITE: LES FOLIES TOUR 2011,,KYLIE APHRODITE: LES FOLIES TOUR 2011,2011-08-26,8,MOBZ MEDIA S/A,MOBZ
,,,,,,,,RISE OF THE PLANET OF THE APES,2484531,Alto,RISE OF THE PLANET OF THE APES,,RISE OF THE PLANET OF THE APES,2011-08-26,8,FOX FILM DO BRASIL LTDA,FOX
,,,,,,,,THE LION KING,308380,Alto,THE LION KING,,THE LION KING,2011-08-26,8,THE WALT DISNEY COMPANY (BRASIL) LTDA.,THE
,,,,,,,,BAD TEACHER,720766,Alto,BAD TEACHER,,BAD TEACHER,2011-08-19,8,COLUMBIA TRISTAR FILMES DO BRASIL LTDA,COLUMBIA
,,,,,,,,GREEN LANTERN,1427285,Alto,GREEN LANTERN,,GREEN LANTERN,2011-08-19,8,WARNER BROS. (SOUTH) INC.,WARNER
,,,,,,,,IO SONO L'AMORE (AKA I AM LOVE),36531,Alto,IO SONO L'AMORE (AKA I AM LOVE),,IO SONO L'AMORE (AKA I AM LOVE),2011-08-19,8,SM DISTRIBUIDORA DE FILMES LTDA,SM
,,,,,,,,PACIFIC,634,Alto,PACIFIC,,PACIFIC,2011-08-19,8,VITRINE FILMES LTDA,VITRINE
,,,,,,,,PARIS JE T'AIME,87,Baixo,PARIS JE T'AIME,,PARIS JE T'AIME,2011-08-19,8,WMIX DISTRIBUIDORA LTDA.,WMIX
,,,,,,,,DEAD RINGERS,194,Baixo,DEAD RINGERS,,DEAD RINGERS,2011-08-13,8,F. J. VIDEO LTDA,F.
